,X1,X107,X2,X108,X11,X109,X14,X110,X15,X111,X18,X112,X21,X113,X22,X114,X26,X115,X40,X116,X46,X119,X48,X120,X52,X121,X56,X122,X59,X123,X60,X124,X62,X125,X64,X126,X66,X127,X67,X128,X68,X129,X69,X130,X74,X131,X77,X132,X78,X133,X88,X134,X89,X135,X90,X136,X93,X137,X97,X138
hsa-miR-608,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-609,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
hsa-miR-610,0,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,2,1,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,17,0
hsa-miR-611,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
hsa-miR-612,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
hsa-miR-6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-613,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0
hsa-miR-6130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6131,0,0,29,0,30,0,0,0,1,0,0,0,1,0,1,0,4,0,83,0,69,0,132,0,16,1,9,0,8,0,3,4,12,0,6,3,2,0,0,5,1,3,3,10,1,7,0,0,0,4,2,8,2,2,3,3,22,5,2,1
hsa-miR-615-3p,0,0,0,0,43,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,6,0,9,2,0,0,0,1,0,11,0
hsa-miR-615-5p,0,2,6,1,201,1,0,1,0,3,0,0,0,1,0,2,7,1,0,2,0,3,0,5,1,1,0,1,2,0,1,8,1,1,3,2,1,1,2,0,2,0,2,1,0,1,0,2,0,1,0,8,0,1,6,1,3,1,76,2
hsa-miR-616-3p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0
hsa-miR-616-5p,0,4,7,11,84,0,1,2,2,2,0,0,8,0,3,1,0,1,10,3,0,0,39,1,4,0,14,2,18,2,9,2,13,0,3,7,4,0,0,0,9,1,1,13,0,8,0,0,0,16,3,0,7,2,5,9,9,8,54,0
hsa-miR-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-618,0,5,12,11,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,8,0
hsa-miR-619-3p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-619-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-620,0,0,3,1,245,1,0,1,0,4,0,0,0,1,0,0,3,2,1,3,2,2,2,2,1,4,5,0,4,2,1,12,3,2,9,4,0,0,2,3,4,0,3,1,0,6,0,0,0,1,0,2,0,3,4,0,3,0,130,0
hsa-miR-622,0,1,9,3,587,3,0,5,0,6,0,1,0,4,0,5,19,3,2,0,2,4,7,2,2,1,1,1,1,3,1,17,2,0,7,9,4,1,3,4,7,1,10,2,0,5,0,2,0,2,0,7,0,2,17,2,10,1,257,2
hsa-miR-623,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-624-3p,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
hsa-miR-624-5p,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0
hsa-miR-625-3p,8,16,50,33,39,19,2,20,3,0,9,0,10,3,55,7,7,8,47,13,16,20,66,1,12,23,40,7,88,20,31,8,82,10,53,16,10,10,2,61,13,15,6,41,0,25,13,3,0,76,35,14,8,22,18,32,53,0,0,0
hsa-miR-625-5p,16,9,21,7,35,9,9,5,3,0,5,7,16,6,60,1,4,4,36,8,2,3,26,3,8,11,8,1,21,4,14,1,43,2,30,5,1,2,4,5,7,22,2,17,0,3,13,8,0,22,25,0,3,5,19,8,49,3,1,0
hsa-miR-626,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
hsa-miR-627-3p,0,2,9,1,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,4,0,4,0,2,0,5,0,2,2,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0
hsa-miR-627-5p,29,6,0,2,107,4,4,1,4,1,2,0,0,0,14,1,8,0,10,4,1,1,18,5,8,1,9,4,10,0,14,2,44,6,12,0,4,1,10,6,2,0,8,19,0,0,6,0,0,0,2,0,17,3,6,0,9,25,68,0
hsa-miR-628-3p,30,14,23,19,47,16,7,19,3,1,2,0,25,4,21,4,2,2,28,3,5,13,53,4,18,2,37,4,40,3,1,9,45,7,34,4,5,7,5,15,3,1,12,10,17,23,6,9,13,5,6,4,18,3,18,31,26,18,18,31
hsa-miR-628-5p,0,1,0,0,0,0,0,2,0,0,0,0,4,1,16,1,0,2,3,0,5,0,3,0,4,0,9,0,10,0,4,0,32,0,13,0,0,0,0,0,5,0,3,0,0,0,2,0,0,0,9,0,0,0,5,4,14,0,0,0
hsa-miR-629-3p,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-629-5p,27,5,56,5,53,0,5,9,3,8,0,0,4,1,3,0,0,1,0,6,1,1,4,5,0,0,4,11,0,3,2,0,8,1,8,5,2,4,4,0,3,6,7,4,0,0,0,0,0,40,2,9,9,2,3,28,2,10,8,0
hsa-miR-630,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-631,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0
hsa-miR-632,0,1,0,0,20,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0
hsa-miR-633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-634,0,0,2,1,280,5,0,1,0,5,0,1,0,0,0,1,7,2,1,1,1,3,1,2,0,1,1,2,2,1,0,9,3,2,5,1,6,0,3,0,3,1,2,3,0,3,0,3,0,2,0,5,0,1,5,1,3,1,94,1
hsa-miR-635,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,25,0
hsa-miR-636,38,6,37,7,160,9,6,28,0,4,0,0,7,3,2,1,4,6,3,5,3,3,28,2,6,4,36,1,19,10,6,8,9,9,4,7,8,0,4,10,6,4,5,14,0,8,2,0,0,36,1,13,3,5,3,41,5,17,41,11
hsa-miR-637,0,0,3,0,78,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,21,0
hsa-miR-638,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,0
hsa-miR-639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-640,0,0,3,2,242,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2,2,0,1,1,3,2,0,1,0,2,8,1,0,2,2,0,0,2,0,3,1,4,1,0,1,0,1,0,0,0,2,0,0,5,0,1,0,84,1
hsa-miR-641,0,2,5,9,271,1,0,4,0,4,3,0,2,3,5,2,4,0,5,2,6,3,29,0,3,1,5,0,5,1,10,17,9,0,12,9,1,6,2,6,5,0,3,1,0,4,3,0,0,3,3,2,0,1,10,3,3,0,140,0
hsa-miR-642a-3p,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
hsa-miR-642a-5p,7,3,0,5,20,0,0,1,0,1,0,0,0,0,1,0,1,0,4,0,0,1,1,0,0,0,0,0,8,0,5,7,2,0,0,1,2,4,0,0,1,0,0,0,0,11,2,3,0,0,0,0,3,0,0,0,0,0,8,0
hsa-miR-642b-3p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-642b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-643,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-644a,0,1,9,3,428,2,0,2,0,7,0,0,0,1,0,3,7,3,3,1,4,4,4,2,1,3,2,3,4,1,1,13,1,0,10,6,3,2,5,1,6,1,4,1,0,0,0,0,0,3,2,8,0,1,10,1,4,4,185,2
hsa-miR-645,0,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,0
hsa-miR-646,0,1,2,0,283,3,0,2,0,2,0,3,0,1,0,1,4,1,0,3,2,2,2,2,2,3,1,2,4,0,2,23,1,2,3,5,2,0,3,4,7,3,3,2,0,4,0,1,0,3,0,2,0,2,7,5,5,3,144,0
hsa-miR-647,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
hsa-miR-648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-649,0,0,0,0,15,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0
hsa-miR-6499-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6499-5p,0,2,0,2,0,4,0,10,0,0,0,0,0,0,0,2,0,2,0,8,0,2,0,1,0,4,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,12,0,0,0,5,0,7,0,8,0,0,0,4,0,2,0,0,0,0
hsa-miR-650,0,0,2,0,86,0,0,2,0,0,0,0,0,0,0,1,2,1,0,2,2,0,1,3,1,1,0,1,0,1,1,8,0,0,2,1,2,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,5,1,3,0,39,0
hsa-miR-6500-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6501-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6501-5p,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
hsa-miR-6502-5p,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-6503-3p,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,8,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
hsa-miR-6503-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
hsa-miR-6504-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6505-3p,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6505-5p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-6507-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hsa-miR-6508-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6509-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6509-5p,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,6,0,0,0,13,3,1,0,0,2,0,6,0,14,2,0,0,5,1,0,0,14,0,17,0,1,0,0,6,5,0,0
hsa-miR-651-5p,0,4,0,2,6,0,2,2,0,0,0,0,2,0,3,0,2,0,3,0,0,4,51,0,0,0,12,0,18,3,9,3,12,0,1,5,1,4,1,4,5,0,5,9,0,0,1,7,0,1,1,3,5,4,0,0,2,0,1,0
hsa-miR-6510-3p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6511a-3p,80,11,115,42,29,9,8,20,6,11,0,0,9,1,23,9,3,3,12,18,5,8,108,10,10,17,38,10,33,13,40,9,78,9,13,17,8,20,5,9,11,25,16,21,0,24,4,16,0,61,7,24,18,8,10,119,29,0,15,38
hsa-miR-6511a-5p@,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-6511b-3p,16,3,10,10,10,5,1,6,0,0,0,0,0,1,3,2,0,2,6,2,1,4,10,1,2,7,2,0,12,3,3,6,2,3,4,13,0,1,0,4,0,3,0,6,3,5,0,0,0,18,2,6,6,2,0,8,1,0,0,2
hsa-miR-6512-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6513-3p,0,0,0,1,4,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6513-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-6514-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6514-5p,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-6515-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6515-5p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0
hsa-miR-6516-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6516-5p,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0
hsa-miR-652-3p,237,140,723,259,205,132,88,99,35,0,12,57,96,41,107,36,58,50,115,56,39,66,707,16,106,102,193,20,463,74,185,61,253,97,100,60,54,57,69,49,76,29,74,151,15,83,41,30,19,233,41,58,285,102,70,235,85,53,7,84
hsa-miR-652-5p,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-653-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-653-5p,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0
hsa-miR-654-3p,85,40,59,78,630,33,17,125,3,12,24,1,110,17,451,26,45,18,311,41,132,22,135,7,37,88,199,28,274,30,26,28,319,43,408,57,53,117,10,88,30,30,16,69,14,182,78,26,21,110,48,25,14,8,98,40,55,11,70,5
hsa-miR-654-5p,13,7,15,2,365,3,3,11,0,4,0,0,5,1,27,7,9,1,22,8,11,2,16,5,9,11,2,2,26,11,0,15,15,16,30,8,4,19,2,25,9,21,2,6,9,26,5,8,0,30,5,10,5,1,13,10,8,0,121,0
hsa-miR-655-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-655-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-656-3p,4,0,0,0,33,2,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,10,0,7,3,0,1,8,10,1,1,1,0,0,11,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,10,0
hsa-miR-657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-658,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
hsa-miR-659-3p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-659-5p,0,1,14,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,3,4,0,0,0,8,0,0,0,3,0,0,0,0,1,0,0,0
hsa-miR-660-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-660-5p,161,72,462,146,216,57,117,74,46,1,22,12,81,14,86,26,86,33,92,34,33,31,699,6,138,56,338,7,362,32,316,30,290,75,57,68,57,40,60,85,108,65,119,140,0,110,34,34,0,69,42,83,556,81,64,101,81,27,47,70
hsa-miR-661,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
hsa-miR-662,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
hsa-miR-663a,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
